Id,mean_exam_points
10129,55.00906137818659
10130,69.17466528362564
10131,64.21792349670827
10132,45.31371306963513
10133,74.60358213168286
10134,80.35285165094884
10135,85.88632674347853
10136,69.74647241211304
10137,52.827052875096555
10138,85.24437476231778
10139,65.850448119782
10140,58.88191553508511
10141,63.04648022867038
10142,74.0618443817055
10143,67.2433495437172
10144,45.207771705472595
10145,48.88146792887192
10146,59.43713843377516
10147,55.75120902167899
10148,51.15012044075118
10149,62.56631991036958
10150,88.79692671867629
10151,70.52412805043602
10152,84.67642582017551
10153,61.223988064856634
10154,55.31923884829859
10155,69.80697612362124
10156,58.45122828926716
10157,59.56707425941637
10158,59.56707425941637
10159,56.87074631870284
10160,51.15012044075118
10161,70.2859006030657
10162,51.15012044075118
10163,54.02583921347415
10164,62.74171157502657
10165,83.22723301872732
10166,78.45546554436707
10167,69.92191407192128
10168,82.88173781592235
10169,55.9912273322785
10170,52.27156184723576
10171,52.27156184723576
10172,61.02965012846352
10173,64.65802908713957
10174,62.56631991036958
10175,63.74954609300885
10176,64.06828131062385
10177,52.9523587365246
10178,55.749691817027184
10179,59.356371695871545
10180,74.6799457682515
10181,63.74954609300885
10182,65.74910900713387
10183,55.31923884829859
10184,84.343420058913
10185,60.17981513252581
10186,58.768553493976135
10187,90.74129252159437
10188,54.04610034625843
10189,61.7508760457447
10190,84.77364892949382
10191,51.15012044075118
10192,73.2394143430655
10193,82.78353540348007
10194,79.74821157960784
10195,69.54245310966775
10196,55.924568605006854
10197,51.15012044075118
10198,42.22630872864103
10199,53.51916659650254
10200,51.20223218599799
10201,52.118686269540454
10202,55.59817480737721
10203,70.84675092776412
10204,70.46303547206436
10205,59.24889451551495
10206,45.207771705472595
10207,71.09538068637146
10208,79.94871008267809
10209,54.64326637323174
10210,90.14078250147513
10211,75.5302342395721
10212,70.2859006030657
10213,79.95350533191046
10214,68.37976785780485
10215,58.88191553508511
10216,70.2859006030657
10217,62.0320063226743
10218,57.86829801153637
10219,60.746902373625055
10220,45.207771705472595
10221,63.654034572489444
10222,61.12038997312836
10223,60.106318953380914
10224,88.79209996000888
10225,61.07418577289727
10226,55.00906137818659
10227,51.15012044075118
10228,56.23915555551062
10229,54.12135073399356
10230,79.3642140425965
10231,74.6799457682515
10232,64.50998536446714
10233,56.671178898827634
10234,84.67642582017551
10235,60.27187892269181
10236,55.00906137818659
10237,64.60549688498654
10238,48.31525967832765
10239,82.21203043433476
10240,61.33094374102221
10241,85.48570465771226
10242,59.396643913735076
10243,54.04610034625843
10244,62.75534882589182
10245,69.77634949419011
10246,56.350496881648276
10247,88.46073403860764
10248,56.350496881648276
10249,74.17039465937592
10250,77.36991436752021
10251,59.975275120190545
10252,55.31923884829859
10253,80.26706556812799
10254,56.682339810778565
10255,54.06881738056465
10256,59.56707425941637
10257,69.09303204086375
10258,55.370372410717685
10259,59.10981480552558
10260,51.48202306154463
10261,81.88706126022745
10262,45.207771705472595
10263,74.6799457682515
10264,58.393410663943385
10265,56.682339810778565
10266,55.9912273322785
10267,82.08240677793789
10268,84.86037722530644
10269,79.38545917659545
10270,83.82027537439848
10271,54.736013446074594
10272,54.64326637323174
10273,70.84675092776412
10274,51.15012044075118
10275,48.37453508868958
10276,40.40189409936641
10277,72.09114878874014
10278,61.2354322205028
10279,60.17981513252581
10280,60.17981513252581
10281,81.2140760870978
10282,56.23915555551062
10283,83.71678397018202
10284,55.28304039111021
10285,56.23915555551062
10286,55.66771976572705
10287,62.56631991036958
10288,45.40922459015454
10289,66.1006708193785
10290,84.67642582017551
10291,54.04610034625843
10292,55.75120902167899
10293,55.00906137818659
10294,84.53039708342469
10295,55.00906137818659
10296,51.15012044075118
10297,61.2354322205028
10298,54.46443142104746
10299,54.04684577304567
10300,51.15012044075118
10301,68.02197949804484
10302,70.00192319945732
10303,55.94085650886434
10304,82.42508051455322
10305,69.17466528362564
10306,40.34011591371209
10307,83.00354809028588
10308,64.50998536446714
10309,53.15444005187252
10310,55.077925370322646
10311,55.30909931980508
10312,61.31738647177171
10313,89.91848111257329
10314,45.37875491990627
10315,84.49288579051215
10316,55.00906137818659
10317,45.207771705472595
10318,54.46443142104746
10319,86.60097379073
10320,55.31923884829859
10321,89.39239118390236
10322,61.65524300054225
10323,78.99672260780221
10324,60.27187892269181
10325,57.149744304372625
10326,55.924568605006854
10327,79.38545917659545
10328,45.207771705472595
10329,63.235520245242235
10330,73.2394143430655
10331,57.30315408743085
10332,56.99692676128233
10333,76.0624772278108
10334,90.14078250147513
10335,65.24656808484787
10336,48.37453508868958
10337,67.52256226735209
10338,58.28327506384812
10339,58.28327506384812
10340,68.96330195349378
10341,65.75882229647951
10342,86.27617608262298
10343,75.2002799249479
10344,63.74954609300885
10345,68.48438224651963
10346,71.09538068637146
10347,59.113478579072975
10348,51.15012044075118
10349,73.7838651782045
10350,56.350496881648276
10351,57.800558423810195
10352,75.32812430243189
10353,55.00906137818659
10354,65.850448119782
10355,70.2859006030657
10356,83.93550713114342
10357,60.17981513252581
10358,68.48438224651963
10359,51.67036987780575
10360,62.20323047584185
10361,66.46333028608478
10362,51.15012044075118
10363,69.62071121740688
10364,59.95094591068963
10365,68.37976785780485
10366,57.30155491406496
10367,58.62552222413951
10368,51.15012044075118
10369,71.89866571910984
10370,75.10038829160429
10371,79.95350533191046
10372,56.23915555551062
10373,52.023174749021045
10374,63.8722845598578
10375,54.04610034625843
10376,69.74647241211304
10377,55.31923884829859
10378,89.66296187160208
10379,84.2569963217832
10380,79.16944322326016
10381,69.00910776946606
10382,54.64326637323174
10383,61.40122255076116
10384,59.012898832857346
10385,58.05371667019248
10386,55.370372410717685
10387,55.28304039111021
10388,79.95350533191046
10389,51.15012044075118
10390,61.223988064856634
10391,58.393410663943385
10392,55.59817480737721
10393,81.8383168143037
10394,71.87994296965543
10395,56.350496881648276
10396,78.45546554436707
10397,74.53853770211639
10398,89.31797109245404
10399,59.65421212823377
10400,59.43713843377516
10401,83.9959367649954
10402,59.43713843377516
10403,83.85436579693987
10404,82.97888092119051
10405,84.77364892949382
10406,73.2394143430655
10407,54.64326637323174
10408,58.393410663943385
10409,62.74171157502657
10410,58.58139584673561
10411,56.23915555551062
10412,55.077925370322646
10413,63.51173553483749
10414,59.975275120190545
10415,45.207771705472595
10416,89.66296187160208
10417,60.13001849610517
10418,45.207771705472595
10419,64.06828131062385
10420,56.23915555551062
10421,55.370372410717685
10422,54.04610034625843
10423,64.28443389302977
10424,90.58752485836811
10425,63.047895752386026
10426,82.81022664223849
10427,70.82435323809732
10428,74.60256231539965
10429,79.3642140425965
10430,58.45122828926716
10431,71.69655578196964
10432,84.6656064059701
10433,84.67642582017551
10434,68.99646174594002
10435,68.7460966924885
10436,87.84225665462549
10437,70.29562371126667
10438,55.9912273322785
10439,59.49565953146208
10440,74.884372338269
10441,54.06881738056465
10442,63.654034572489444
10443,39.84110341123029
10444,59.356371695871545
10445,55.31923884829859
10446,59.21267249148913
10447,55.077925370322646
10448,59.56707425941637
10449,64.99556626637606
10450,72.25982404058186
10451,84.86037722530644
10452,84.86037722530644
10453,82.84031494868177
10454,75.95773408149577
10455,53.30391537002143
10456,84.2569963217832
10457,54.04610034625843
10458,53.936867679645424
10459,61.27423511690259
10460,55.9912273322785
10461,63.76939056869944
10462,48.37453508868958
10463,59.65421212823377
10464,60.21937834564614
10465,55.02410298419304
10466,62.56631991036958
10467,65.19885429545508
10468,60.14024722548691
10469,54.05484033767204
10470,79.74821157960784
10471,60.10363241512856
10472,59.356371695871545
10473,55.924568605006854
10474,54.04610034625843
10475,61.27423511690259
10476,61.223988064856634
10477,56.74133057627472
10478,83.21026936731738
10479,74.17039465937592
10480,80.48749911590426
10481,56.350496881648276
10482,60.01979633613911
10483,74.55886248155193
10484,39.840897451581384
10485,56.321693119825646
10486,69.34818685235463
10487,55.077925370322646
10488,61.021270015222576
10489,60.17981513252581
10490,55.00906137818659
10491,59.65421212823377
10492,55.00906137818659
10493,55.00906137818659
10494,60.746902373625055
10495,85.06627515931994
10496,59.356371695871545
10497,89.66296187160208
10498,60.106318953380914
10499,61.02965012846352
10500,59.95094591068963
10501,83.95162872707701
10502,82.30917353960292
10503,56.350496881648276
10504,59.65421212823377
10505,55.077925370322646
10506,68.86201975306633
10507,86.60097379073
10508,58.221565141028144
10509,90.10108481194298
10510,58.393410663943385
10511,79.3642140425965
10512,55.75120902167899
10513,55.045811707810586
10514,59.356371695871545
10515,59.160903328913
10516,73.31219263696765
10517,56.99692676128233
10518,58.899064615405315
10519,80.39953155759574
10520,51.67036987780575
10521,55.045811707810586
10522,68.48438224651963
10523,59.57949561045153
10524,73.86399139189366
10525,81.08360018909809
10526,55.370372410717685
10527,89.66296187160208
10528,56.350496881648276
10529,63.93214932874153
10530,62.0320063226743
10531,54.05484033767204
10532,55.28304039111021
10533,58.393410663943385
10534,79.16944322326016
10535,55.370372410717685
10536,55.21358779928567
10537,83.19889360799631
10538,55.077925370322646
10539,55.00906137818659
10540,63.235520245242235
10541,51.67036987780575
10542,55.00906137818659
10543,56.350496881648276
10544,59.356371695871545
10545,89.2087101879805
10546,55.59817480737721
10547,69.74647241211304
10548,82.08698429400965
10549,68.37976785780485
10550,69.97794801743711
10551,87.84225665462549
10552,59.160903328913
10553,59.10981480552558
10554,52.118686269540454
10555,90.14078250147513
10556,59.78673208907211
10557,60.746902373625055
10558,45.40922459015454
10559,81.99556659446061
10560,63.89314063137058
10561,39.96972644334269
10562,54.75397610489591
10563,82.30917353960292
10564,83.71678397018202
10565,84.77364892949382
10566,59.356371695871545
10567,58.663498992533654
10568,53.68546680270778
10569,64.06828131062385
10570,59.975275120190545
10571,62.51346143484863
10572,83.04167848130942
10573,64.16097730975606
10574,70.29562371126667
10575,78.45546554436707
10576,56.408032852886265
10577,81.00095118133241
10578,85.48570465771226
10579,57.30155491406496
10580,55.077925370322646
10581,85.46039071565306
10582,88.5609603583292
10583,55.94085650886434
10584,39.42328865070755
10585,51.71035589318796
10586,52.25200493636123
10587,80.62247710954215
10588,79.3642140425965
10589,79.38545917659545
10590,59.356371695871545
10591,51.67036987780575
10592,60.746902373625055
10593,65.19885429545508
10594,58.393410663943385
10595,64.18892237251038
10596,61.2354322205028
10597,54.75397610489591
10598,59.40291245861923
10599,55.75120902167899
10600,59.160903328913
10601,79.3642140425965
10602,66.71513737469743
10603,55.749691817027184
10604,90.14078250147513
10605,73.2394143430655
10606,77.05369558582224
10607,82.42508051455322
10608,59.587701731912254
10609,68.75076353414778
10610,45.02260106433258
10611,72.32616556103352
10612,39.84110341123029
10613,58.768553493976135
10614,90.35333040028996
10615,45.207771705472595
10616,69.37811071791036
10617,65.40892434325004
10618,61.223988064856634
10619,78.21429453834766
10620,59.356371695871545
10621,59.160903328913
10622,56.682339810778565
10623,60.01979633613911
10624,78.45546554436707
10625,84.53039708342469
10626,73.2394143430655
10627,72.33083337513358
10628,79.03423390071475
10629,51.15012044075118
10630,54.04610034625843
10631,57.41299838304447
10632,79.16944322326016
10633,45.207771705472595
10634,87.30633790851199
10635,83.00354809028588
10636,59.975275120190545
10637,55.59817480737721
10638,68.65449717278209
10639,58.13892054703624
10640,51.15012044075118
10641,74.884372338269
10642,64.28443389302977
10643,59.558700607714364
10644,55.00906137818659
10645,56.682339810778565
10646,59.65421212823377
10647,85.27848857227288
10648,53.51916659650254
10649,59.113478579072975
10650,60.746902373625055
10651,90.00571836190161
10652,61.2674759131516
10653,61.2674759131516
10654,54.64326637323174
10655,59.49565953146208
10656,58.393410663943385
10657,70.2859006030657
10658,45.207771705472595
10659,58.84157744351225
10660,63.235520245242235
10661,89.66296187160208
10662,85.98354985279684
10663,59.975275120190545
10664,62.18494410716051
10665,84.86037722530644
10666,45.207771705472595
10667,60.106318953380914
10668,83.23435935208995
10669,58.46499845505119
10670,84.2569963217832
10671,61.63465337043172
10672,65.76106583820452
10673,55.00906137818659
10674,79.94905462793614
10675,53.95133425252626
10676,70.90702009385363
10677,84.67642582017551
10678,61.08547008868071
10679,53.51916659650254
10680,68.15507170443131
10681,51.15012044075118
10682,57.27515728892204
10683,54.64326637323174
10684,51.67036987780575
10685,63.683035696687334
10686,56.23915555551062
10687,84.86037722530644
10688,55.00906137818659
10689,74.6799457682515
10690,62.1622530142005
10691,73.2394143430655
10692,85.39784139946714
10693,79.3642140425965
10694,70.84675092776412
10695,55.30649754422125
10696,56.99692676128233
10697,70.2859006030657
10698,89.24639381556125
10699,68.28425633728546
10700,78.45546554436707
10701,63.235520245242235
10702,59.558700607714364
10703,60.27187892269181
10704,56.834404247343386
10705,81.00095118133241
10706,45.31371306963513
10707,84.67642582017551
10708,51.15012044075118
10709,45.207771705472595
10710,60.17981513252581
10711,52.118686269540454
10712,55.00906137818659
10713,59.10981480552558
10714,56.949783537546196
10715,61.7508760457447
10716,79.3642140425965
10717,86.96085223755462
10718,55.1519204835358
10719,55.31923884829859
10720,70.70634312641849
10721,55.02410298419304
10722,63.65896954696391
10723,64.98513142194683
10724,79.84664990225812
10725,55.00906137818659
10726,60.746902373625055
10727,60.830738452614504
10728,77.27269640778775
10729,74.884372338269
10730,84.3690519904973
10731,85.11736563202703
10732,60.746902373625055
10733,61.27423511690259
10734,68.37976785780485
10735,61.31738647177171
10736,55.00906137818659
10737,54.571226644288515
10738,52.052175873218935
10739,78.45546554436707
10740,55.31923884829859
10741,85.24437476231778
10742,64.73234916187221
10743,59.56707425941637
10744,69.61495523135086
10745,84.50076442957858
10746,59.160903328913
10747,84.2569963217832
10748,51.67036987780575
10749,40.40189409936641
10750,56.23915555551062
10751,69.47723556110249
10752,61.02965012846352
10753,61.36003975227127
10754,70.84675092776412
10755,65.85283274041542
10756,64.75354060765896
10757,55.9912273322785
10758,51.15012044075118
10759,62.56631991036958
10760,83.85436579693987
10761,51.20223218599799
10762,59.160903328913
10763,56.23915555551062
10764,60.06614362960874
10765,54.04684577304567
10766,70.05775452355367
10767,59.879763599671136
10768,69.62071121740688
10769,86.00748295308972
10770,55.30649754422125
10771,85.88632674347853
10772,59.21267249148913
10773,54.75397610489591
10774,54.75397610489591
10775,58.64025720478941
10776,55.370372410717685
10777,51.67036987780575
10778,54.05484033767204
10779,69.67243942154825
10780,59.160903328913
10781,64.89739194077671
10782,60.668236554823494
10783,69.74647241211304
10784,57.41299838304447
10785,56.23915555551062
10786,74.55886248155193
10787,62.74171157502657
10788,71.29330749860398
10789,88.91657457944606
10790,58.216764667526604
10791,55.00906137818659
10792,55.75120902167899
10793,86.80393021750884
10794,55.94085650886434
10795,79.44782889525787
10796,54.04610034625843
10797,55.00906137818659
10798,61.31738647177171
10799,84.86037722530644
10800,80.35285165094884
10801,51.48202306154463
10802,45.207771705472595
10803,79.96422753294313
10804,59.257347526033975
10805,79.3642140425965
10806,71.0647951525423
10807,83.71678397018202
10808,55.370372410717685
10809,51.67036987780575
10810,68.7460966924885
10811,58.393410663943385
10812,58.393410663943385
10813,52.118686269540454
10814,69.8309059101152
10815,67.02277667603492
10816,70.2859006030657
10817,52.118686269540454
10818,74.884372338269
10819,55.045811707810586
10820,55.28304039111021
10821,51.15012044075118
10822,55.077925370322646
10823,84.97729739825333
10824,55.94085650886434
10825,90.35950566243653
10826,71.92672334390514
10827,79.3642140425965
10828,81.68441997056709
10829,63.55953788939601
10830,51.48202306154463
10831,40.55826544105098
10832,51.15012044075118
10833,60.01979633613911
10834,55.30649754422125
10835,84.84805016570893
10836,54.04610034625843
10837,51.67036987780575
10838,54.75397610489591
10839,51.15012044075118
10840,54.75397610489591
10841,55.683181420705665
10842,54.95206325524982
10843,65.07024294617253
10844,54.04684577304567
10845,62.18494410716051
10846,50.831123196086715
10847,58.45122828926716
10848,58.393410663943385
10849,54.06881738056465
10850,53.936867679645424
10851,54.02583921347415
10852,45.02260106433258
10853,59.56707425941637
10854,84.67642582017551
10855,63.235520245242235
10856,78.99672260780221
10857,59.33106954405519
10858,61.33094374102221
10859,55.60507040435273
10860,56.23915555551062
10861,45.207771705472595
10862,59.56707425941637
10863,39.96972644334269
10864,52.118686269540454
10865,55.9912273322785
10866,69.3748084675975
10867,66.1006708193785
10868,63.654034572489444
10869,58.46499845505119
10870,74.38534091282294
10871,54.05484033767204
10872,72.00141494967278
10873,79.3642140425965
10874,54.04684577304567
10875,59.43713843377516
10876,47.64748560390816
10877,54.75397610489591
10878,54.75397610489591
10879,71.69655578196964
10880,55.370372410717685
10881,84.49288579051215
10882,52.118686269540454
10883,44.92708954381317
10884,63.74954609300885
10885,70.4903271730832
10886,54.04610034625843
10887,55.924568605006854
10888,84.6656064059701
10889,70.29562371126667
10890,55.077925370322646
10891,55.045811707810586
10892,55.370372410717685
10893,74.6799457682515
10894,63.700764450359735
10895,79.03423390071475
10896,84.86037722530644
10897,55.94085650886434
10898,55.1519204835358
10899,65.19885429545508
10900,62.56631991036958
10901,55.94085650886434
10902,53.95133425252626
10903,51.67036987780575
10904,73.65956482187616
10905,55.94085650886434
10906,70.2859006030657
10907,54.867559683060435
10908,65.76106583820452
10909,59.81573321327
10910,85.56574134308843
10911,64.60549688498654
10912,83.19889360799631
10913,63.235520245242235
10914,39.492563590782055
10915,84.77364892949382
10916,55.28304039111021
10917,58.393410663943385
10918,68.81805471538026
10919,70.21636539472976
10920,88.53825835931143
10921,64.66387138573097
10922,58.768553493976135
10923,51.67036987780575
10924,85.06627515931994
10925,69.52519969688748
10926,49.585103022719515
10927,59.975275120190545
10928,70.2179706454872
10929,55.31923884829859
10930,84.94931032009075
10931,57.47295419546816
10932,43.60983418257018
10933,89.66296187160208
10934,63.74954609300885
10935,65.22105222049872
10936,67.47495263582815
10937,59.56707425941637
10938,55.31923884829859
10939,51.15012044075118
10940,60.746902373625055
10941,58.58139584673561
10942,70.2859006030657
10943,55.30909931980508
10944,60.106318953380914
10945,51.15012044075118
10946,48.37453508868958
10947,55.045811707810586
10948,48.37453508868958
10949,54.06881738056465
10950,58.45122828926716
10951,70.37357554353738
10952,51.67036987780575
10953,70.2859006030657
10954,58.45122828926716
10955,55.9912273322785
10956,52.96373314677004
10957,55.94085650886434
10958,57.86829801153637
10959,60.106318953380914
10960,54.04610034625843
10961,58.25888140158034
10962,70.00192319945732
10963,55.00906137818659
10964,51.15012044075118
10965,63.9548096711809
10966,55.31923884829859
10967,58.46499845505119
10968,59.975275120190545
10969,40.56629896141795
10970,53.68546680270778
10971,68.37976785780485
10972,84.67642582017551
10973,58.46499845505119
10974,89.62263977816518
10975,60.70050259425183
10976,55.28304039111021
10977,51.15012044075118
10978,64.75354060765896
10979,60.01979633613911
10980,82.30917353960292
10981,55.370372410717685
10982,74.6799457682515
10983,85.69812484855808
10984,56.99692676128233
10985,59.547882506826156
10986,55.30909931980508
10987,54.75397610489591
10988,64.82362908018486
10989,62.56631991036958
10990,55.9912273322785
10991,54.75397610489591
10992,55.59817480737721
10993,84.84805016570893
10994,58.45122828926716
10995,56.81629793952965
10996,57.800558423810195
10997,55.31923884829859
10998,61.7508760457447
10999,74.60358213168286
11000,51.15012044075118
11001,55.370372410717685
11002,84.2487503484982
11003,49.489591502200106
11004,59.11571485080243
11005,58.187763543328714
11006,60.13001849610517
11007,70.2179706454872
11008,69.63545018933632
11009,55.21358779928567
11010,63.235520245242235
11011,58.221565141028144
11012,40.66181048193736
11013,88.67368748019865
11014,59.56707425941637
11015,84.86037722530644
11016,60.27187892269181
11017,54.423803925601106
11018,84.01710475501967
11019,55.94085650886434
11020,55.21358779928567
11021,84.59413297289913
11022,82.4073759520452
11023,59.975275120190545
11024,51.48202306154463
11025,59.587701731912254
11026,62.373973022682755
11027,58.393410663943385
11028,84.67642582017551
11029,52.023174749021045
11030,63.654034572489444
11031,85.88632674347853
11032,74.60358213168286
11033,60.27187892269181
11034,56.99692676128233
11035,84.2569963217832
11036,76.37465209244509
11037,75.87190835724522
11038,63.74954609300885
11039,54.04610034625843
11040,65.4463268407653
11041,65.18112817271287
11042,55.94085650886434
11043,84.53039708342469
11044,70.84675092776412
11045,70.4903271730832
11046,90.14078250147513
11047,89.66296187160208
11048,64.60549688498654
11049,56.350496881648276
11050,53.68546680270778
11051,59.10981480552558
11052,89.83862326219901
11053,62.74171157502657
11054,70.53738780689415
11055,70.2859006030657
11056,62.74171157502657
11057,78.70338533204857
11058,88.55864654611368
11059,56.23915555551062
11060,84.67642582017551
11061,56.23915555551062
11062,45.31371306963513
11063,84.6405462247713
11064,70.4903271730832
11065,58.81601956559771
11066,69.93694380938172
11067,55.30909931980508
11068,58.187763543328714
11069,61.07418577289727
11070,90.53691303063388
11071,84.37887020283674
11072,64.73234916187221
11073,54.2110446754483
11074,70.33257133548199
11075,70.20851715021385
11076,58.58139584673561
11077,84.43886183702146
11078,48.03572101746816
11079,79.96422753294313
11080,84.67642582017551
11081,45.207771705472595
11082,84.67642582017551
11083,54.04610034625843
11084,79.16944322326016
11085,83.73890419647198
11086,82.21203043433476
11087,84.47571948274461
11088,59.257347526033975
11089,54.04610034625843
11090,68.71540843845285
11091,40.730601350300674
11092,59.88224360959152
11093,66.36854260642656
11094,54.04610034625843
11095,68.37976785780485
11096,54.12135073399356
11097,45.207771705472595
11098,63.9548096711809
11099,54.12135073399356
11100,52.118686269540454
11101,75.96240189559583
11102,84.2569963217832
11103,88.10438158125277
11104,84.6656064059701
11105,55.077925370322646
11106,56.87074631870284
11107,74.6799457682515
11108,63.76939056869944
11109,60.746902373625055
11110,59.78673208907211
11111,79.59551564501966
11112,54.75397610489591
11113,69.3163861852738
11114,82.74428878334378
11115,55.66771976572705
11116,84.2569963217832
11117,73.25011171341745
11118,82.42508051455322
11119,63.235520245242235
11120,59.947180438496865
11121,70.4903271730832
11122,64.15232874444384
11123,83.82027537439848
11124,89.24639381556125
11125,55.077925370322646
11126,59.396643913735076
11127,51.15012044075118
11128,64.66387138573097
11129,69.59722910860866
11130,74.17039465937592
11131,56.23915555551062
11132,56.321693119825646
11133,73.2717976581224
11134,58.46499845505119
11135,84.67642582017551
11136,60.746902373625055
11137,84.19128228270584
11138,81.08360018909809
11139,66.1006708193785
11140,64.66387138573097
11141,74.60358213168286
11142,52.052175873218935
11143,79.3642140425965
11144,55.527735968796414
11145,48.37453508868958
11146,63.31496311147255
11147,58.58233100652403
11148,55.66771976572705
11149,54.75397610489591
11150,65.0417468859699
11151,63.8722845598578
11152,51.15012044075118
11153,56.350496881648276
11154,78.85433943770794
11155,58.99487265330441
11156,70.82435323809732
11157,48.37453508868958
11158,85.33851205283023
11159,55.02410298419304
11160,55.24258892348356
11161,54.75397610489591
11162,84.86037722530644
11163,52.023174749021045
11164,52.60088238547274
11165,55.21358779928567
11166,45.207771705472595
11167,79.3642140425965
11168,54.85255055598537
11169,58.221565141028144
11170,59.396643913735076
11171,59.356371695871545
11172,89.66561202153385
11173,65.99956078102616
11174,55.94085650886434
11175,84.2569963217832
11176,63.683035696687334
11177,70.2859006030657
11178,65.5122646040981
11179,56.350496881648276
11180,88.55864654611368
11181,48.31525967832765
11182,55.94085650886434
11183,84.86037722530644
11184,46.4514913577319
11185,55.924568605006854
11186,55.30909931980508
11187,84.86037722530644
11188,57.47295419546816
11189,68.48438224651963
11190,85.06627515931994
11191,55.28304039111021
11192,86.60097379073
11193,62.41203982427798
11194,84.2569963217832
11195,64.76357051959857
11196,70.4903271730832
11197,53.68546680270778
11198,68.48438224651963
11199,61.07418577289727
11200,59.356371695871545
11201,88.55864654611368
11202,75.10038829160429
11203,59.56707425941637
11204,59.356371695871545
11205,61.31738647177171
11206,63.31496311147255
11207,63.04648022867038
11208,74.87952951111
11209,61.40122255076116
11210,64.0261977640635
11211,57.17043500649054
11212,59.947756607195885
11213,71.76307701648126
11214,53.936867679645424
11215,61.62653289817973
11216,73.65956482187616
11217,59.88224360959152
11218,83.3785847614474
11219,83.85436579693987
11220,55.31923884829859
11221,54.04610034625843
11222,70.4903271730832
11223,56.612041020639836
11224,59.88224360959152
11225,88.77736970707508
11226,56.87074631870284
11227,59.396643913735076
11228,65.4463268407653
11229,57.800558423810195
11230,65.7632634466709
11231,73.2394143430655
11232,65.00577687334174
11233,64.50998536446714
11234,55.00906137818659
11235,90.12017086649386
11236,53.41088706250151
11237,40.56629896141795
11238,58.779527525703934
11239,54.75397610489591
11240,48.37453508868958
11241,57.80459096479733
11242,83.00354809028588
11243,85.88632674347853
11244,51.15012044075118
11245,54.06881738056465
11246,59.48284185212519
11247,68.81805471538026
11248,45.207771705472595
11249,71.23362125752045
11250,55.370372410717685
11251,48.58120152183226
11252,67.36650016419445
11253,59.78673208907211
11254,89.31797109245404
11255,60.830738452614504
11256,51.15012044075118
11257,84.77364892949382
11258,48.03572101746816
11259,56.87074631870284
11260,55.00906137818659
11261,55.31923884829859
11262,58.899064615405315
11263,61.27423511690259
11264,85.926809691636
11265,63.74954609300885
11266,59.65421212823377
11267,51.15012044075118
11268,56.682339810778565
11269,80.91668238205557
11270,64.22586143111583
11271,84.0908460620982
